step,row_count,fraud_count,flagged_fraud_count,amount_sum,fraud_amount_sum,fraud_rate,fraud_per_10k,step_day,hour_of_day,period
594,6536,10,0,998077347.42,5126436.72,0.0015299877600979193,15.299877600979192,25,17,Ban ngày
595,5434,12,0,725710623.93,8454708.620000001,0.002208317997791682,22.08317997791682,25,18,Ban ngày
596,9319,8,0,1459229978.3200002,2433511.2399999998,0.0008584612082841507,8.584612082841508,25,19,Ban ngày
597,2486,6,0,334291994.35,3240669.92,0.002413515687851971,24.13515687851971,25,20,Ban ngày
598,934,4,0,101198178.91,12040134.739999998,0.004282655246252677,42.82655246252677,25,21,Ban ngày
599,1816,6,0,186384113.39,2010804.7399999998,0.003303964757709251,33.03964757709251,25,22,Ban đêm
600,18,18,0,35814392.02,35814392.02,1.0,10000.0,25,23,Ban đêm
601,865,10,0,86666912.34,3470850.04,0.011560693641618497,115.60693641618496,26,0,Ban đêm
602,8,8,0,5697984.22,5697984.22,1.0,10000.0,26,1,Ban đêm
603,12,12,0,19318593.14,19318593.14,1.0,10000.0,26,2,Ban đêm
604,8,8,0,11736101.32,11736101.32,1.0,10000.0,26,3,Ban đêm
605,16,16,0,10418263.96,10418263.96,1.0,10000.0,26,4,Ban đêm
606,14,14,0,29801780.8,29801780.8,1.0,10000.0,26,5,Ban đêm
607,8,8,0,1402691.26,1402691.26,1.0,10000.0,26,6,Ban ngày
608,1082,16,0,153163443.4,33359254.080000002,0.014787430683918669,147.8743068391867,26,7,Ban ngày
609,8,8,0,1962933.2999999998,1962933.2999999998,1.0,10000.0,26,8,Ban ngày
610,1199,12,0,151695358.52,5269088.46,0.010008340283569641,100.0834028356964,26,9,Ban ngày
611,14,14,0,7014769.8,7014769.8,1.0,10000.0,26,10,Ban ngày
612,2677,12,0,442827835.17,7276108.1,0.0044826298094882335,44.82629809488233,26,11,Ban ngày
613,45,20,0,20714053.12,16976029.5,0.4444444444444444,4444.444444444444,26,12,Ban ngày
614,1278,16,0,176103740.92,21300053.22,0.012519561815336464,125.19561815336463,26,13,Ban ngày
615,8,8,0,18864296.14,18864296.14,1.0,10000.0,26,14,Ban ngày
616,6,6,0,17192937.16,17192937.16,1.0,10000.0,26,15,Ban ngày
617,2680,16,1,491921999.56,88607485.19,0.005970149253731343,59.701492537313435,26,16,Ban ngày
618,8,8,0,4093382.08,4093382.08,1.0,10000.0,26,17,Ban ngày
619,2800,14,0,379732051.64,12463874.96,0.005,50.0,26,18,Ban ngày
620,8,8,0,1470584.12,1470584.12,1.0,10000.0,26,19,Ban ngày
621,1121,18,0,167092597.9,48422537.28,0.016057091882247992,160.5709188224799,26,20,Ban ngày
622,4,4,0,1667642.96,1667642.96,1.0,10000.0,26,21,Ban ngày
623,6,6,0,842672.1599999999,842672.1599999999,1.0,10000.0,26,22,Ban đêm
624,10,10,0,27307081.34,27307081.34,1.0,10000.0,26,23,Ban đêm
625,24,24,0,59187126.16,59187126.16,1.0,10000.0,27,0,Ban đêm
626,6,6,0,265400.04,265400.04,1.0,10000.0,27,1,Ban đêm
627,4,4,0,7419082.84,7419082.84,1.0,10000.0,27,2,Ban đêm
628,6,6,0,2388645.62,2388645.62,1.0,10000.0,27,3,Ban đêm
629,20,20,0,27300034.54,27300034.54,1.0,10000.0,27,4,Ban đêm
630,150,4,0,33632566.49,1491480.6400000001,0.02666666666666667,266.6666666666667,27,5,Ban đêm
631,12,12,0,34322908.44,34322908.44,1.0,10000.0,27,6,Ban ngày
632,8,8,0,2045006.0000000002,2045006.0000000002,1.0,10000.0,27,7,Ban ngày
633,8,8,0,9469682.56,9469682.56,1.0,10000.0,27,8,Ban ngày
634,10,10,0,19967336.099999998,19967336.099999998,1.0,10000.0,27,9,Ban ngày
635,16,16,0,9757174.24,9757174.24,1.0,10000.0,27,10,Ban ngày
636,12,12,0,6594877.6,6594877.6,1.0,10000.0,27,11,Ban ngày
637,3390,12,0,595977588.59,9507786.54,0.0035398230088495575,35.39823008849557,27,12,Ban ngày
638,14,14,0,30445090.82,30445090.82,1.0,10000.0,27,13,Ban ngày
639,14,14,0,3833999.26,3833999.26,1.0,10000.0,27,14,Ban ngày
640,1398,14,0,235460464.64,6737019.04,0.010014306151645207,100.14306151645208,27,15,Ban ngày
641,10,10,0,11484847.26,11484847.26,1.0,10000.0,27,16,Ban ngày
642,1141,8,0,153551791.7,1667334.82,0.007011393514460999,70.11393514461,27,17,Ban ngày
643,14,14,0,15829698.559999999,15829698.559999999,1.0,10000.0,27,18,Ban ngày
644,2267,10,0,331214212.58,11759994.319999998,0.004411116012351125,44.11116012351125,27,19,Ban ngày
645,10,10,0,24279751.58,24279751.58,1.0,10000.0,27,20,Ban ngày
646,20,20,2,124559607.03999999,124559607.03999999,1.0,10000.0,27,21,Ban ngày
647,10,10,0,9725016.58,9725016.58,1.0,10000.0,27,22,Ban đêm
648,14,14,0,7556887.52,7556887.52,1.0,10000.0,27,23,Ban đêm
649,263,10,0,37659787.22,4110791.56,0.03802281368821293,380.22813688212926,28,0,Ban đêm
650,16,16,0,15453019.1,15453019.1,1.0,10000.0,28,1,Ban đêm
651,10,10,0,27449340.32,27449340.32,1.0,10000.0,28,2,Ban đêm
652,14,14,0,13800111.76,13800111.76,1.0,10000.0,28,3,Ban đêm
653,8,8,0,3335889.22,3335889.22,1.0,10000.0,28,4,Ban đêm
654,8,8,0,4244319.9,4244319.9,1.0,10000.0,28,5,Ban đêm
655,4,4,0,598814.78,598814.78,1.0,10000.0,28,6,Ban ngày
656,1965,16,0,259853656.6,22516135.040000003,0.008142493638676845,81.42493638676845,28,7,Ban ngày
657,10,10,0,12898473.72,12898473.72,1.0,10000.0,28,8,Ban ngày
658,14,14,0,22548885.34,22548885.34,1.0,10000.0,28,9,Ban ngày
659,2500,10,0,873676951.75,9368894.66,0.004,40.0,28,10,Ban ngày
660,12,12,0,1937697.7799999998,1937697.7799999998,1.0,10000.0,28,11,Ban ngày
661,4877,8,0,901440925.14,38924308.76,0.0016403526758253025,16.403526758253026,28,12,Ban ngày
662,2,2,0,2936608.7,2936608.7,1.0,10000.0,28,13,Ban ngày
663,10,10,0,3242072.3000000003,3242072.3000000003,1.0,10000.0,28,14,Ban ngày
664,1125,20,0,206521853.94,30433785.900000002,0.017777777777777778,177.77777777777777,28,15,Ban ngày
665,10,10,0,8904817.3,8904817.3,1.0,10000.0,28,16,Ban ngày
666,6,6,0,1527287.1,1527287.1,1.0,10000.0,28,17,Ban ngày
667,1400,6,0,179970457.4,1324697.48,0.004285714285714286,42.85714285714286,28,18,Ban ngày
668,8,8,0,26890502.8,26890502.8,1.0,10000.0,28,19,Ban ngày
669,322,8,0,58813878.19,11327634.739999998,0.024844720496894408,248.44720496894408,28,20,Ban ngày
670,1906,12,0,237652009.99,34158962.26,0.0062959076600209865,62.95907660020987,28,21,Ban ngày
671,18,18,1,64327964.699999996,64327964.699999996,1.0,10000.0,28,22,Ban đêm
672,153,8,0,41032712.71,15611011.139999999,0.05228758169934641,522.875816993464,28,23,Ban đêm
673,445,12,0,46009039.61,5958122.48,0.02696629213483146,269.6629213483146,29,0,Ban đêm
674,14,14,0,42027958.24,42027958.24,1.0,10000.0,29,1,Ban đêm
675,30,10,0,42253301.82,29715681.8,0.3333333333333333,3333.333333333333,29,2,Ban đêm
676,8,8,0,18117891.12,18117891.12,1.0,10000.0,29,3,Ban đêm
677,8,8,0,44065100.36,44065100.36,1.0,10000.0,29,4,Ban đêm
678,6,6,0,4961854.359999999,4961854.359999999,1.0,10000.0,29,5,Ban đêm
679,72,6,0,25048646.98,7504192.9799999995,0.08333333333333333,833.3333333333333,29,6,Ban ngày
680,22,22,0,60114590.72,60114590.72,1.0,10000.0,29,7,Ban ngày
681,4703,4,0,910235264.29,17824048.08,0.0008505209440782479,8.50520944078248,29,8,Ban ngày
682,6,6,0,877562.34,877562.34,1.0,10000.0,29,9,Ban ngày
683,2192,8,0,459245005.17,13494524.16,0.0036496350364963502,36.496350364963504,29,10,Ban ngày
684,4562,8,0,1484350041.8,4271677.18,0.0017536168347216134,17.536168347216133,29,11,Ban ngày
685,14,14,0,47544533.98,47544533.98,1.0,10000.0,29,12,Ban ngày
686,4689,16,0,831815555.85,12183321.54,0.0034122414160801876,34.122414160801874,29,13,Ban ngày
687,8040,8,0,1366713387.51,7870410.66,0.0009950248756218905,9.950248756218905,29,14,Ban ngày
688,7885,8,0,1187365885.55,19650763.22,0.001014584654407102,10.145846544071022,29,15,Ban ngày
689,14,14,0,20273406.88,20273406.88,1.0,10000.0,29,16,Ban ngày
690,4972,12,0,702292231.94,17904169.16,0.002413515687851971,24.13515687851971,29,17,Ban ngày
691,4809,12,0,614821524.29,5675583.38,0.002495321272613849,24.95321272613849,29,18,Ban ngày
692,6898,20,0,833578997.72,43658775.68,0.0028993911278631487,28.993911278631487,29,19,Ban ngày
693,4,4,0,2965073.02,2965073.02,1.0,10000.0,29,20,Ban ngày
694,2664,24,0,327597102.24,51919140.74,0.009009009009009009,90.09009009009009,29,21,Ban ngày
695,2827,10,0,282980385.48,20986281.78,0.003537318712415989,35.37318712415989,29,22,Ban đêm
696,6,6,0,2382110.8,2382110.8,1.0,10000.0,29,23,Ban đêm
697,12,12,0,7788654.279999999,7788654.279999999,1.0,10000.0,30,0,Ban đêm
698,65,16,0,70036302.89,56491532.6,0.24615384615384617,2461.538461538462,30,1,Ban đêm
699,55,16,0,16390227.15,7750987.76,0.2909090909090909,2909.090909090909,30,2,Ban đêm
700,6,6,0,2189920.66,2189920.66,1.0,10000.0,30,3,Ban đêm
701,18,18,0,25820556.98,25820556.98,1.0,10000.0,30,4,Ban đêm
702,14,14,1,65416667.71,65416667.71,1.0,10000.0,30,5,Ban đêm
703,8,8,0,14723066.040000001,14723066.040000001,1.0,10000.0,30,6,Ban ngày
704,16,16,0,31025756.86,31025756.86,1.0,10000.0,30,7,Ban ngày
705,2362,10,0,361371329.1,3831216.36,0.004233700254022015,42.337002540220155,30,8,Ban ngày
706,4,4,0,2401102.9,2401102.9,1.0,10000.0,30,9,Ban ngày
707,309,10,0,59112032.05,11255965.28,0.032362459546925564,323.6245954692556,30,10,Ban ngày
708,4,4,0,6459344.859999999,6459344.859999999,1.0,10000.0,30,11,Ban ngày
709,2313,8,0,360113385.39,821004.8400000001,0.0034587116299178555,34.587116299178554,30,12,Ban ngày
710,1788,14,0,378576308.51,77692669.17999999,0.007829977628635347,78.29977628635346,30,13,Ban ngày
711,8,8,0,14371325.16,14371325.16,1.0,10000.0,30,14,Ban ngày
712,23,12,0,5062673.81,2487608.48,0.5217391304347826,5217.391304347826,30,15,Ban ngày
713,8,8,0,14119525.3,14119525.3,1.0,10000.0,30,16,Ban ngày
714,681,14,0,124975261.94,24465919.72,0.020558002936857563,205.58002936857562,30,17,Ban ngày
715,1879,10,0,246325271.49,21992220.66,0.005321979776476849,53.219797764768494,30,18,Ban ngày
716,140,8,0,32909274.65,19401657.12,0.05714285714285714,571.4285714285714,30,19,Ban ngày
717,632,12,0,57639917.81,21615605.96,0.0189873417721519,189.873417721519,30,20,Ban ngày
718,918,16,0,78195898.53,44003618.699999996,0.017429193899782137,174.29193899782138,30,21,Ban ngày
719,14,14,0,19259355.64,19259355.64,1.0,10000.0,30,22,Ban đêm
720,10,10,0,1617246.4599999997,1617246.4599999997,1.0,10000.0,30,23,Ban đêm
721,4,4,0,189712.36,189712.36,1.0,10000.0,31,0,Ban đêm
722,10,10,0,9511315.58,9511315.58,1.0,10000.0,31,1,Ban đêm
723,14,14,0,20923093.02,20923093.02,1.0,10000.0,31,2,Ban đêm
724,14,14,0,6120113.76,6120113.76,1.0,10000.0,31,3,Ban đêm
725,4,4,0,1993163.7,1993163.7,1.0,10000.0,31,4,Ban đêm
726,22,22,0,20213984.4,20213984.4,1.0,10000.0,31,5,Ban đêm
727,12,12,0,15852217.1,15852217.1,1.0,10000.0,31,6,Ban ngày
728,10,10,0,21656065.24,21656065.24,1.0,10000.0,31,7,Ban ngày
729,4,4,0,2385956.5799999996,2385956.5799999996,1.0,10000.0,31,8,Ban ngày
730,28,28,2,115003435.05,115003435.05,1.0,10000.0,31,9,Ban ngày
731,16,16,0,3880955.34,3880955.34,1.0,10000.0,31,10,Ban ngày
732,10,10,0,4391950.92,4391950.92,1.0,10000.0,31,11,Ban ngày
733,10,10,0,6113203.279999999,6113203.279999999,1.0,10000.0,31,12,Ban ngày
734,8,8,0,27827406.36,27827406.36,1.0,10000.0,31,13,Ban ngày
735,12,12,0,3155523.32,3155523.32,1.0,10000.0,31,14,Ban ngày
736,14,14,0,32530967.34,32530967.34,1.0,10000.0,31,15,Ban ngày
737,10,10,0,9560119.88,9560119.88,1.0,10000.0,31,16,Ban ngày
738,10,10,0,2883702.98,2883702.98,1.0,10000.0,31,17,Ban ngày
739,10,10,0,16587831.36,16587831.36,1.0,10000.0,31,18,Ban ngày
740,6,6,0,7632963.58,7632963.58,1.0,10000.0,31,19,Ban ngày
741,22,22,1,87828992.99,87828992.99,1.0,10000.0,31,20,Ban ngày
742,14,14,0,14323735.200000001,14323735.200000001,1.0,10000.0,31,21,Ban ngày
743,8,8,0,17519825.5,17519825.5,1.0,10000.0,31,22,Ban đêm
